1	1	1
2	1	1
3	1	2
4	1	2
5	1	1
6	1	1
7	1	1
8	1	1
9	2	1
12	2	1
13	2	1
14	2	1
15	2	1
16	2	1
17	2	1
18	2	1
19	2	1
20	2	1
21	2	1
10	3	1
23	3	1
24	3	1
25	3	1
26	3	1
27	3	1
28	3	1
29	3	2
30	3	2
31	3	2
32	3	2
22	2	2
34	2	2
35	2	2
36	2	2
11	1	2
38	1	2
39	1	2
40	1	2
41	1	2
42	1	2
43	1	2
44	1	2
45	1	1
46	1	1
47	1	1
48	1	1
49	1	1
50	1	1
51	1	2
52	1	2
53	1	2
54	1	2
55	1	2
56	1	2
57	1	2
58	1	1
59	1	1
60	1	1
61	1	1
62	1	1
63	1	2
64	1	1
65	1	2
66	1	2
67	1	2
68	1	2
69	1	2
70	1	2
71	1	2
72	1	1
73	1	1
74	1	1
75	1	1
76	1	1
77	1	1
78	1	1
79	1	1
80	1	1
81	1	1
82	1	1
83	1	1
84	1	1
85	1	1
86	1	1
37	2	1
88	2	1
33	3	1
90	3	1
91	3	1
92	3	2
93	3	2
94	3	2
95	3	2
89	2	2
87	1	1
